2MASS,more,RAJ2000,DEJ2000,YSO,Teff,log(g),SimbadName
2M05383759-0006349,*,84.65665436,-0.10969899,0,5520.0,4.41,2MASS J05383759-0006349
2M05383771-0303130,*,84.65713501,-3.05362797,0,5570.0,4.52,2MASS J05383771-0303130
2M05383796-0634262,*,84.65818787,-6.573946,0,13400.0,4.66,2MASS J05383796-0634262
2M05383818-0216596,*,84.65910339,-2.28323603,0,5520.0,3.89,2MASS J05383818-0216596
2M05383822-0236384,*,84.65927124,-2.6106751,3,4190.0,4.38,2MASS J05383822-0236384
2M05383828+0924322,*,84.65952301,9.4089613,2,4140.0,4.63,2MASS J05383828+0924322
2M05383848-0234550,*,84.66036224,-2.58194995,3,4430.0,4.22,2MASS J05383848-0234550
2M05383855-0226448,*,84.66065979,-2.44579196,0,5380.0,4.39,2MASS J05383855-0226448
2M05383902-0245321,*,84.66261292,-2.75893593,2,3790.0,4.3,2MASS J05383902-0245321
2M05383922-0253084,*,84.66345215,-2.88567305,0,5340.0,4.05,2MASS J05383922-0253084
2M05383929-0036395,*,84.66373444,-0.61098003,3,3960.0,3.79,2MASS J05383929-0036395
2M05383946-0440487,*,84.6644516,-4.68020821,0,11700.0,4.37,2MASS J05383946-0440487
2M05383961-0226496,*,84.66507721,-2.44713092,0,5510.0,5.6,2MASS J05383961-0226496
2M05383971-0828154,*,84.66549683,-8.47097206,0,7860.0,4.37,2MASS J05383971-0828154
2M05383972-0218376,*,84.66551208,-2.3104589,0,4320.0,2.72,2MASS J05383972-0218376
2M05383981-0256462,*,84.66590118,-2.94617891,2,4130.0,4.35,2MASS J05383981-0256462
2M05384011-0659148,*,84.66713715,-6.98745298,2,3200.0,4.31,2MASS J05384011-0659148
2M05384016+0937573,*,84.66735077,9.63260174,3,4180.0,4.73,2MASS J05384016+0937573
2M05384020-0741000,*,84.66752625,-7.68334723,0,4420.0,3.21,2MASS J05384020-0741000
2M05384022-0656532,*,84.66760254,-6.94813108,3,4100.0,4.35,2MASS J05384022-0656532
2M05384027-0230185,*,84.66780853,-2.50515103,2,4210.0,4.42,2MASS J05384027-0230185
2M05384039+0119023,*,84.66832733,1.317312,0,5360.0,3.94,2MASS J05384039+0119023
2M05384048-0658212,*,84.66870117,-6.97256708,0,4140.0,4.53,2MASS J05384048-0658212
2M05384053-0233275,*,84.66889954,-2.55765605,2,3160.0,3.37,2MASS J05384053-0233275
2M05384078-0637064,*,84.66992188,-6.6184721,0,6760.0,4.17,2MASS J05384078-0637064
2M05384084-0140416,*,84.67017365,-1.67822897,3,4210.0,4.73,2MASS J05384084-0140416
2M05384129-0237225,*,84.67205048,-2.62293696,3,4170.0,4.35,2MASS J05384129-0237225
2M05384147-0701525,*,84.67282104,-7.03126717,2,3560.0,3.8,2MASS J05384147-0701525
2M05384159-0230289,*,84.67332458,-2.50803399,2,3890.0,4.55,2MASS J05384159-0230289
2M05384162-0256574,*,84.67345428,-2.94929314,0,5760.0,4.21,2MASS J05384162-0256574
2M05384162-0653554,*,84.67345428,-6.89874411,0,4720.0,3.67,2MASS J05384162-0653554
2M05384163+0147212,*,84.6734848,1.78923106,0,5620.0,4.03,2MASS J05384163+0147212
2M05384174+0914342,*,84.67391968,9.2428484,2,4960.0,4.51,2MASS J05384174+0914342
2M05384196+0022105,*,84.67486572,0.369602,0,6010.0,4.8,2MASS J05384196+0022105
2M05384227-0237147,*,84.67616272,-2.62076497,2,4090.0,4.28,2MASS J05384227-0237147
2M05384246+0149579,*,84.67695618,1.83276892,0,4720.0,5.1,2MASS J05384246+0149579
2M05384250-0712576,*,84.67711639,-7.2160058,3,4070.0,4.44,2MASS J05384250-0712576
2M05384270-0848141,*,84.67792511,-8.80392647,0,6650.0,4.61,2MASS J05384270-0848141
2M05384278-0712437,*,84.67828369,-7.21216392,2,4270.0,4.74,2MASS J05384278-0712437
2M05384303+0955498,*,84.67931366,9.93050575,3,3290.0,4.84,2MASS J05384303+0955498
2M05384322-0658089,*,84.68009949,-6.96914482,2,4370.0,4.66,2MASS J05384322-0658089
2M05384333-0232008,*,84.68057251,-2.53355694,3,3000.0,4.11,2MASS J05384333-0232008
2M05384336-0701348,*,84.68070984,-7.02635908,2,4040.0,4.26,2MASS J05384336-0701348
2M05384355-0233253,*,84.68147278,-2.55704498,3,3950.0,4.42,2MASS J05384355-0233253
2M05384375-0252427,*,84.68232727,-2.87855411,3,2940.0,4.29,2MASS J05384375-0252427
2M05384379-0304114,*,84.68248749,-3.06985092,0,3630.0,4.49,2MASS J05384379-0304114
2M05384384-0658222,*,84.68268585,-6.97284794,2,3960.0,4.59,2MASS J05384384-0658222
2M05384386-0237068,*,84.68278503,-2.61856794,2,3040.0,4.56,2MASS J05384386-0237068
2M05384415-0441521,*,84.68396759,-4.69782686,0,5260.0,3.83,2MASS J05384415-0441521
2M05384423-0240197,*,84.68429565,-2.67214298,2,4370.0,4.51,2MASS J05384423-0240197
2M05384424-0232336,*,84.68434143,-2.54267406,3,4290.0,4.47,2MASS J05384424-0232336
2M05384436-0205517,*,84.68484497,-2.09770107,0,5370.0,4.09,2MASS J05384436-0205517
2M05384443-0129344,*,84.68515778,-1.49289799,3,3800.0,4.29,2MASS J05384443-0129344
2M05384478-0213210,*,84.68660736,-2.222507,0,5370.0,3.99,2MASS J05384478-0213210
2M05384480-0233576,*,84.68668365,-2.56601191,0,5290.0,4.08,2MASS J05384480-0233576
2M05384495-0658146,*,84.68730164,-6.97073698,2,4090.0,4.25,2MASS J05384495-0658146
2M05384500-0749480,*,84.68753052,-7.83002615,3,3810.0,3.83,2MASS J05384500-0749480
2M05384506+0926342,*,84.68778229,9.44285011,0,5830.0,4.2,2MASS J05384506+0926342
2M05384529+0019521,*,84.68873596,0.33114499,0,5520.0,4.94,2MASS J05384529+0019521
2M05384537-0241594,*,84.68906403,-2.69984007,2,4050.0,4.68,2MASS J05384537-0241594
2M05384602-0258402,*,84.69176483,-2.97784591,0,4730.0,5.01,2MASS J05384602-0258402
2M05384605-0243477,*,84.69187927,-2.72993207,0,5480.0,4.38,2MASS J05384605-0243477
2M05384630+0932187,*,84.69294739,9.53853798,3,3920.0,4.77,2MASS J05384630+0932187
2M05384669-0754300,*,84.69457245,-7.90835285,0,4660.0,4.71,2MASS J05384669-0754300
2M05384683-0705089,*,84.69515228,-7.08580923,2,3770.0,4.12,2MASS J05384683-0705089
2M05384686-0807445,*,84.69528198,-8.12904453,0,4280.0,5.07,2MASS J05384686-0807445
2M05384717-0702403,*,84.69655609,-7.0445528,3,4450.0,4.17,2MASS J05384717-0702403
2M05384719+1108063,*,84.69664001,11.13510513,0,7750.0,4.54,2MASS J05384719+1108063
2M05384719-0235405,*,84.6966629,-2.594594,0,4950.0,0.597,2MASS J05384719-0235405
2M05384724-0050419,*,84.69683838,-0.844989,2,3020.0,4.44,2MASS J05384724-0050419
2M05384754-0227119,*,84.69810486,-2.45332408,3,2920.0,3.68,2MASS J05384754-0227119
2M05384773-0706148,*,84.69889832,-7.10413313,2,4150.0,4.66,2MASS J05384773-0706148
2M05384782-0744327,*,84.69928741,-7.7424221,2,2930.0,2.93,2MASS J05384782-0744327
2M05384784-0224550,*,84.69936371,-2.41529894,0,6830.0,4.09,2MASS J05384784-0224550
2M05384791-0237192,*,84.69965363,-2.62200999,2,3990.0,4.47,2MASS J05384791-0237192
2M05384792-0705060,*,84.6996994,-7.08501387,3,3140.0,4.55,2MASS J05384792-0705060
2M05384803-0227141,*,84.70014954,-2.45394301,2,4230.0,4.33,2MASS J05384803-0227141
2M05384833-0144513,*,84.70140076,-1.74759602,0,5150.0,3.89,2MASS J05384833-0144513
2M05384852-0244177,*,84.70220184,-2.73826504,0,6880.0,4.83,2MASS J05384852-0244177
2M05384884-0700432,*,84.70353699,-7.01201916,2,3610.0,3.92,2MASS J05384884-0700432
2M05384917-0238222,*,84.70488739,-2.63951206,3,4020.0,4.36,2MASS J05384917-0238222
2M05384921-0241251,*,84.70507813,-2.69031191,3,3740.0,4.04,2MASS J05384921-0241251
2M05384932+0103404,*,84.70554352,1.06124604,0,5500.0,5.1,2MASS J05384932+0103404
2M05384934-0729527,*,84.70558167,-7.49797678,3,4050.0,4.54,2MASS J05384934-0729527
2M05384954-0915482,*,84.70643616,-9.26340485,0,5390.0,4.2,2MASS J05384954-0915482
2M05384968-0055591,*,84.70701599,-0.93308902,0,5380.0,3.86,2MASS J05384968-0055591
2M05384991-0107007,*,84.70799255,-1.116871,3,4650.0,4.32,2MASS J05384991-0107007
2M05384993-0241228,*,84.70804596,-2.68967605,3,3730.0,4.15,2MASS J05384993-0241228
2M05385001-0720184,*,84.70838928,-7.3384552,2,4320.0,4.11,2MASS J05385001-0720184
2M05385003-0237354,*,84.70846558,-2.62651491,3,3010.0,4.56,2MASS J05385003-0237354
2M05385028+1031188,*,84.70950317,10.52190018,0,5370.0,3.91,2MASS J05385028+1031188
2M05385029-0802571,*,84.70956421,-8.04922199,0,5970.0,4.65,2MASS J05385029-0802571
2M05385030+0126511,*,84.7095871,1.44754505,0,6100.0,4.82,2MASS J05385030+0126511
2M05385038-0226477,*,84.70994568,-2.44658494,3,3500.0,3.87,2MASS J05385038-0226477
2M05385040-0014314,*,84.71002197,-0.24206398,0,5460.0,3.85,2MASS J05385040-0014314
2M05385043-0700430,*,84.71016693,-7.01195192,3,4390.0,4.27,2MASS J05385043-0700430
2M05385056+0047142,*,84.71070099,0.78727901,0,6170.0,5.7,2MASS J05385056+0047142
2M05385089+0006244,*,84.71205902,0.106797,0,5600.0,4.66,2MASS J05385089+0006244
2M05385145-0236205,*,84.71437836,-2.60571194,3,2940.0,3.96,2MASS J05385145-0236205
2M05385149-0801275,*,84.7145462,-8.02431583,2,3100.0,2.79,2MASS J05385149-0801275
2M05385196-0728289,*,84.71652985,-7.47471809,0,6170.0,5.18,2MASS J05385196-0728289
2M05385200-0246436,*,84.71669769,-2.7787981,2,4100.0,4.46,2MASS J05385200-0246436
2M05385204-0707098,*,84.71685028,-7.11940718,0,4300.0,4.98,2MASS J05385204-0707098
2M05385236-0721095,*,84.71818542,-7.3526659,2,4480.0,3.99,2MASS J05385236-0721095
2M05385248+0019305,*,84.71869659,0.32515001,0,6440.0,5.51,2MASS J05385248+0019305
2M05385251-0212214,*,84.71881866,-2.20595288,3,3320.0,4.22,2MASS J05385251-0212214
2M05385271-0212234,*,84.71964264,-2.20650411,3,3670.0,4.45,2MASS J05385271-0212234
2M05385287-0700241,*,84.72032928,-7.00672197,2,4060.0,4.2,2MASS J05385287-0700241
2M05385306-0238536,*,84.72111511,-2.64823103,0,3900.0,5.04,2MASS J05385306-0238536
2M05385317-0243528,*,84.72155762,-2.73133707,3,4010.0,4.61,2MASS J05385317-0243528
2M05385325-0145016,*,84.72187805,-1.75045395,0,4300.0,3.17,2MASS J05385325-0145016
2M05385337-0233229,*,84.72238922,-2.55638409,3,4420.0,4.27,2MASS J05385337-0233229
2M05385364-0804053,*,84.723526,-8.06814957,0,5270.0,5.11,2MASS J05385364-0804053
2M05385367-0756178,*,84.72364044,-7.93830013,0,3720.0,5.05,2MASS J05385367-0756178
2M05385371+0110451,*,84.72381592,1.17921007,0,5300.0,3.88,2MASS J05385371+0110451
2M05385385-0049200,*,84.72438812,-0.82223004,2,3200.0,4.16,2MASS J05385385-0049200
2M05385410-0249297,*,84.72544098,-2.82493711,3,4560.0,4.42,2MASS J05385410-0249297
2M05385437-0728014,*,84.72654724,-7.4670558,0,4460.0,4.84,2MASS J05385437-0728014
2M05385438-0250447,*,84.72661591,-2.84575415,0,5350.0,5.29,2MASS J05385438-0250447
2M05385451-0727520,*,84.72714996,-7.46445894,2,4020.0,4.26,2MASS J05385451-0727520
2M05385461-0104566,*,84.72754669,-1.082394,3,4290.0,4.69,2MASS J05385461-0104566
2M05385527-0651184,*,84.73032379,-6.85512686,0,5880.0,5.01,2MASS J05385527-0651184
2M05385543-0241297,*,84.73098755,-2.69159293,0,3420.0,5.07,2MASS J05385543-0241297
2M05385546-0002384,*,84.73108673,-0.04402302,0,4300.0,4.94,2MASS J05385546-0002384
2M05385573-0820438,*,84.73223877,-8.34551334,0,6340.0,5.44,2MASS J05385573-0820438
2M05385578-0325575,*,84.73243713,-3.4326489,0,5660.0,3.66,2MASS J05385578-0325575
2M05385663-0257021,*,84.73596954,-2.95059705,3,3680.0,4.74,2MASS J05385663-0257021
2M05385663-0624410,*,84.73597717,-6.41138983,0,5550.0,5.16,2MASS J05385663-0624410
2M05385671-0808296,*,84.7363205,-8.14157677,0,2300.0,3.95,2MASS J05385671-0808296
2M05385681-0204544,*,84.73672485,-2.08179689,3,4740.0,4.7,2MASS J05385681-0204544
2M05385688+0901086,*,84.73701477,9.01905918,0,5110.0,4.09,2MASS J05385688+0901086
2M05385699-0231256,*,84.73745728,-2.523803,0,5670.0,4.75,2MASS J05385699-0231256
2M05385704+1108289,*,84.7376709,11.14136696,0,5800.0,4.51,2MASS J05385704+1108289
2M05385752-0959091,*,84.73970032,-9.98587227,0,5640.0,5.34,2MASS J05385752-0959091
2M05385809-0126135,*,84.74206543,-1.43709302,3,3860.0,4.19,2MASS J05385809-0126135
2M05385831-0216101,*,84.74298859,-2.26948404,3,4200.0,4.54,2MASS J05385831-0216101
2M05385833-0649116,*,84.74305725,-6.81989384,3,4190.0,4.11,2MASS J05385833-0649116
2M05385837-0256074,*,84.74321747,-2.9353981,0,6510.0,4.97,2MASS J05385837-0256074
2M05385841+0124236,*,84.74340057,1.406582,0,6400.0,4.14,2MASS J05385841+0124236
2M05385855-0215278,*,84.74395752,-2.25772905,3,3860.0,4.27,2MASS J05385855-0215278
2M05385862-0716457,*,84.74429321,-7.2793808,0,7430.0,3.96,2MASS J05385862-0716457
2M05385880-0659106,*,84.74501038,-6.98629999,3,3710.0,4.23,2MASS J05385880-0659106
2M05385911-0247133,*,84.74629211,-2.78704,2,4470.0,4.69,2MASS J05385911-0247133
2M05385922-0233514,*,84.7467804,-2.56427908,2,3760.0,4.52,2MASS J05385922-0233514
2M05385946+0926084,*,84.74777222,9.43567085,0,5200.0,3.88,2MASS J05385946+0926084
2M05385946+0957258,*,84.74776459,9.95716763,3,3880.0,4.75,2MASS J05385946+0957258
2M05385946-0242198,*,84.74775696,-2.70550394,0,6650.0,5.13,2MASS J05385946-0242198
2M05385948-0138270,*,84.74784088,-1.64086008,3,3940.0,4.49,2MASS J05385948-0138270
2M05385955-0245080,*,84.74813843,-2.7522459,0,5810.0,4.74,2MASS J05385955-0245080
2M05385979-0755471,*,84.74915314,-7.92976379,0,5000.0,4.42,2MASS J05385979-0755471
2M05390006-0806212,*,84.75028992,-8.10590839,0,4110.0,5.3,2MASS J05390006-0806212
2M05390008-0218381,*,84.75036621,-2.31060505,0,6700.0,5.07,2MASS J05390008-0218381
2M05390021-0103033,*,84.7509079,-1.05093896,0,5120.0,3.92,2MASS J05390021-0103033
2M05390052-0239390,*,84.7522049,-2.66083503,3,5270.0,4.94,2MASS J05390052-0239390
2M05390088-0253163,*,84.75366974,-2.88787699,0,6180.0,5.14,2MASS J05390088-0253163
2M05390093-0629504,*,84.75391388,-6.49735308,0,7740.0,4.53,2MASS J05390093-0629504
2M05390121-0243400,*,84.75508118,-2.72778296,3,4800.0,4.87,2MASS J05390121-0243400
2M05390123-0701095,*,84.75512695,-7.0193181,2,3790.0,4.09,2MASS J05390123-0701095
2M05390136-0218274,*,84.75569153,-2.30763793,2,4090.0,4.36,2MASS J05390136-0218274
2M05390141+1048360,*,84.75588989,10.81002617,0,4610.0,3.67,2MASS J05390141+1048360
2M05390143-0253431,*,84.75597382,-2.89531803,0,3720.0,1.69,2MASS J05390143-0253431
2M05390149-0238564,*,84.75623322,-2.6490109,0,6210.0,4.01,2MASS J05390149-0238564
2M05390170-0808122,*,84.75708771,-8.13673973,0,6070.0,4.91,2MASS J05390170-0808122
2M05390196+0022548,*,84.7582016,0.38191101,0,6930.0,4.48,2MASS J05390196+0022548
2M05390216-0238382,*,84.75900269,-2.64395499,0,5410.0,4.32,2MASS J05390216-0238382
2M05390239-0511401,*,84.75999451,-5.19447279,0,14800.0,4.44,2MASS J05390239-0511401
2M05390242-0605130,*,84.76010132,-6.08696079,0,8320.0,4.65,2MASS J05390242-0605130
2M05390257-0120323,*,84.7607193,-1.342309,2,4490.0,4.6,2MASS J05390257-0120323
2M05390276-0229558,*,84.76152802,-2.498842,3,3440.0,3.68,2MASS J05390276-0229558
2M05390287+1023489,*,84.76198578,10.39693832,0,4890.0,3.53,2MASS J05390287+1023489
2M05390289-0729401,*,84.76206207,-7.4944911,0,5520.0,5.6,2MASS J05390289-0729401
2M05390297-0241272,*,84.7624054,-2.69088888,2,3740.0,4.13,2MASS J05390297-0241272
2M05390301-0221273,*,84.76256561,-2.35760093,0,6710.0,4.92,2MASS J05390301-0221273
2M05390308-0249442,*,84.76287079,-2.8289721,0,5580.0,4.59,2MASS J05390308-0249442
2M05390341-0820180,*,84.76423645,-8.33834076,0,7240.0,5.16,2MASS J05390341-0820180
2M05390357-0246269,*,84.76487732,-2.77416205,2,3460.0,3.81,2MASS J05390357-0246269
2M05390406-0154578,*,84.766922,-1.91608202,3,4000.0,4.72,2MASS J05390406-0154578
2M05390415-0703299,*,84.76732635,-7.05832005,2,4140.0,4.39,2MASS J05390415-0703299
2M05390474-0217079,*,84.76976776,-2.28554893,0,6190.0,5.11,2MASS J05390474-0217079
2M05390498+0116522,*,84.77077484,1.2811929,0,4750.0,3.49,2MASS J05390498+0116522
2M05390523+0130201,*,84.77179718,1.50560903,0,6080.0,4.57,2MASS J05390523+0130201
2M05390536-0711052,*,84.77236176,-7.18479299,2,3960.0,4.2,2MASS J05390536-0711052
2M05390537-0217465,*,84.77239227,-2.29625201,0,5720.0,4.57,2MASS J05390537-0217465
2M05390540-0232303,*,84.7725296,-2.54175997,3,4250.0,4.26,2MASS J05390540-0232303
2M05390550-0250124,*,84.77292633,-2.83680201,0,6080.0,4.76,2MASS J05390550-0250124
2M05390552-0144048,*,84.77302551,-1.73466897,0,5330.0,3.97,2MASS J05390552-0144048
2M05390552-0553511,*,84.77302551,-5.89755487,0,6640.0,5.17,2MASS J05390552-0553511
2M05390574-0753095,*,84.77394867,-7.88597298,0,8200.0,4.72,2MASS J05390574-0753095
2M05390578-0253331,*,84.77409363,-2.89253497,0,6210.0,4.89,2MASS J05390578-0253331
2M05390600+1007195,*,84.77503204,10.12209606,0,5210.0,4.06,2MASS J05390600+1007195
2M05390706-0129233,*,84.7794342,-1.48982799,0,5400.0,3.93,2MASS J05390706-0129233
2M05390759-0228234,*,84.7816391,-2.47316694,3,3750.0,4.36,2MASS J05390759-0228234
2M05390760-0232391,*,84.7816925,-2.54420805,3,4510.0,4.75,2MASS J05390760-0232391
2M05390823-0804553,*,84.78430176,-8.08204746,0,7060.0,5.64,2MASS J05390823-0804553
2M05390828-0249462,*,84.78453064,-2.82952309,0,4730.0,4.99,2MASS J05390828-0249462
2M05390853-0251465,*,84.78554535,-2.86293101,3,4080.0,4.43,2MASS J05390853-0251465
2M05390878-0231115,*,84.78658295,-2.51986694,2,3660.0,4.16,2MASS J05390878-0231115
2M05390894-0810542,*,84.78729248,-8.18174744,0,5280.0,4.31,2MASS J05390894-0810542
2M05390905-0847512,*,84.78773499,-8.79756832,0,6900.0,5.32,2MASS J05390905-0847512
2M05390910-0754360,*,84.78794861,-7.90999985,3,3780.0,4.82,2MASS J05390910-0754360
2M05390921+0925301,*,84.788414,9.42503166,0,5740.0,4.32,2MASS J05390921+0925301
2M05390921-0256347,*,84.78839111,-2.9429779,0,13500.0,4.59,2MASS J05390921-0256347
2M05390928-0219130,*,84.78868866,-2.32029009,3,3990.0,4.51,2MASS J05390928-0219130
2M05390950-0801063,*,84.78961182,-8.01842499,0,6410.0,4.7,2MASS J05390950-0801063
2M05390965+0138176,*,84.79022217,1.63824499,0,5040.0,4.21,2MASS J05390965+0138176
2M05390986-0316339,*,84.79109955,-3.27609205,0,5350.0,3.79,2MASS J05390986-0316339
2M05390987-0225479,*,84.7911377,-2.42998195,0,4970.0,5.04,2MASS J05390987-0225479
2M05390987-0810576,*,84.79115295,-8.18268108,0,7130.0,5.5,2MASS J05390987-0810576
2M05390988-0108459,*,84.79118347,-1.14608502,3,3840.0,4.51,2MASS J05390988-0108459
2M05391003-0242425,*,84.79181671,-2.71180701,0,4440.0,3.23,2MASS J05391003-0242425
2M05391012+0940011,*,84.79219818,9.66699314,3,3220.0,4.79,2MASS J05391012+0940011
2M05391015+0109433,*,84.79228973,1.16202903,0,6580.0,5.29,2MASS J05391015+0109433
2M05391021+0138013,*,84.79254913,1.63369799,0,5380.0,3.83,2MASS J05391021+0138013
2M05391030-0137158,*,84.79293823,-1.62106895,0,4240.0,5.15,2MASS J05391030-0137158
2M05391042-0152146,*,84.79341888,-1.87074399,0,4920.0,3.62,2MASS J05391042-0152146
2M05391081+1106395,*,84.7950592,11.11098289,0,6010.0,4.39,2MASS J05391081+1106395
2M05391120-0225490,*,84.79670715,-2.4303019,0,6650.0,4.93,2MASS J05391120-0225490
2M05391132-0215056,*,84.79720306,-2.2515769,0,6790.0,6.0,2MASS J05391132-0215056
2M05391151-0231065,*,84.79798126,-2.51848507,2,4060.0,4.51,2MASS J05391151-0231065
2M05391163-0236028,*,84.79846191,-2.60079694,3,4280.0,4.64,2MASS J05391163-0236028
2M05391200-0311551,*,84.80003357,-3.1986599,0,5920.0,4.3,2MASS J05391200-0311551
2M05391232-0230064,*,84.80135345,-2.50178599,3,2920.0,3.94,2MASS J05391232-0230064
2M05391237-0703446,*,84.80156708,-7.0623908,0,6170.0,4.67,2MASS J05391237-0703446
2M05391268+0915522,*,84.80284882,9.26449966,2,4240.0,4.93,2MASS J05391268+0915522
2M05391282-0736533,*,84.80345154,-7.61482096,0,5540.0,4.59,2MASS J05391282-0736533
2M05391300-0127211,*,84.80419922,-1.45588398,2,4560.0,4.81,2MASS J05391300-0127211
2M05391347+0036462,*,84.80615234,0.61284101,0,5630.0,4.06,2MASS J05391347+0036462
2M05391419+0135530,*,84.80914307,1.59805596,0,5470.0,3.95,2MASS J05391419+0135530
2M05391419-0128523,*,84.80913544,-1.48121297,3,3950.0,4.5,2MASS J05391419-0128523
2M05391427-0221458,*,84.80950165,-2.36273694,0,6630.0,5.49,2MASS J05391427-0221458
2M05391434-0027067,*,84.80978394,-0.45188299,0,5100.0,3.88,2MASS J05391434-0027067
2M05391443-0131368,*,84.81014252,-1.52690399,0,5340.0,4.1,2MASS J05391443-0131368
2M05391448-0157512,*,84.81034088,-1.96422899,3,3260.0,4.93,2MASS J05391448-0157512
2M05391453-0219367,*,84.81056213,-2.32686496,3,3980.0,4.47,2MASS J05391453-0219367
2M05391454+1036562,*,84.81060028,10.61563396,0,4600.0,3.49,2MASS J05391454+1036562
2M05391475-0809121,*,84.81147766,-8.15337372,0,4740.0,3.73,2MASS J05391475-0809121
2M05391483-0244415,*,84.81180573,-2.74488401,0,5720.0,4.87,2MASS J05391483-0244415
2M05391485-0749441,*,84.81191254,-7.82893276,2,3110.0,4.6,2MASS J05391485-0749441
2M05391497-0153535,*,84.81240845,-1.89819598,3,5250.0,5.27,2MASS J05391497-0153535
2M05391506-0231376,*,84.81275177,-2.52712703,0,7130.0,3.81,2MASS J05391506-0231376
2M05391521+0950043,*,84.81337738,9.83452892,2,5140.0,4.59,2MASS J05391521+0950043
2M05391524-0644028,*,84.81352234,-6.73411703,2,4030.0,4.57,2MASS J05391524-0644028
2M05391540+1035015,*,84.8141861,10.58377266,0,4380.0,4.99,2MASS J05391540+1035015
2M05391564-0229568,*,84.81517792,-2.49912095,0,5870.0,5.3,2MASS J05391564-0229568
2M05391605+0011410,*,84.81687927,0.194738,0,4380.0,5.01,2MASS J05391605+0011410
2M05391636+0111274,*,84.81819153,1.19094801,0,5820.0,4.26,2MASS J05391636+0111274
2M05391659-0222242,*,84.81912994,-2.37339401,0,4400.0,3.27,2MASS J05391659-0222242
2M05391663-0216358,*,84.81932831,-2.27661896,0,6300.0,5.32,2MASS J05391663-0216358
2M05391717-0225433,*,84.82156372,-2.42871094,3,4000.0,4.84,2MASS J05391717-0225433
2M05391730+0942072,*,84.82210541,9.70201302,2,4320.0,4.74,2MASS J05391730+0942072
2M05391736+0144377,*,84.82237244,1.74380803,0,6840.0,4.37,2MASS J05391736+0144377
2M05391757-0022393,*,84.82324982,-0.37760401,3,4360.0,4.84,2MASS J05391757-0022393
2M05391770+0105259,*,84.82375336,1.09054792,0,5320.0,3.84,2MASS J05391770+0105259
2M05391807-0229284,*,84.82529449,-2.49123907,3,4760.0,4.43,2MASS J05391807-0229284
2M05391841-0236540,*,84.82675171,-2.61501098,0,6930.0,5.68,2MASS J05391841-0236540
2M05391845+0145001,*,84.82691193,1.75004196,0,6810.0,4.24,2MASS J05391845+0145001
2M05391862-0700086,*,84.82762146,-7.00240088,3,4440.0,4.21,2MASS J05391862-0700086
2M05391863-0727508,*,84.82763672,-7.46412611,0,4070.0,3.84,2MASS J05391863-0727508
2M05391883-0230531,*,84.82847595,-2.51476193,2,4300.0,4.24,2MASS J05391883-0230531
2M05391903-0221380,*,84.8292923,-2.36058092,0,5820.0,4.67,2MASS J05391903-0221380
2M05391906-0655164,*,84.82943726,-6.92124891,0,4480.0,4.18,2MASS J05391906-0655164
2M05391926-0706439,*,84.83028412,-7.11222076,3,3160.0,4.58,2MASS J05391926-0706439
2M05391927-0103580,*,84.83031464,-1.06613505,3,3810.0,4.49,2MASS J05391927-0103580
2M05391959+0953148,*,84.83165741,9.88746071,0,4600.0,4.91,2MASS J05391959+0953148
2M05391968+0154229,*,84.83202362,1.90636599,0,5430.0,3.94,2MASS J05391968+0154229
2M05391979+0036504,*,84.83249664,0.61400402,0,6260.0,3.92,2MASS J05391979+0036504
2M05391981-0133570,*,84.83254242,-1.56586003,0,5300.0,3.77,2MASS J05391981-0133570
2M05392030-0118253,*,84.8345871,-1.30703497,2,3310.0,4.59,2MASS J05392030-0118253
2M05392044-0227368,*,84.83518219,-2.46022391,3,3880.0,4.56,2MASS J05392044-0227368
2M05392045-0227510,*,84.83524323,-2.46417594,0,6060.0,5.14,2MASS J05392045-0227510
2M05392077+0941031,*,84.83657837,9.68419647,0,5270.0,3.87,2MASS J05392077+0941031
2M05392102+0931221,*,84.83761597,9.52281284,3,4350.0,4.6,2MASS J05392102+0931221
2M05392111+1116275,*,84.83799744,11.27430534,0,5300.0,3.75,2MASS J05392111+1116275
2M05392131-0554110,*,84.83882904,-5.90305996,0,4180.0,2.76,2MASS J05392131-0554110
2M05392133+0022368,*,84.83889008,0.376899,0,6120.0,4.85,2MASS J05392133+0022368
2M05392147-0723300,*,84.8394928,-7.3916769,3,3320.0,3.12,2MASS J05392147-0723300
2M05392158-0212170,*,84.83995056,-2.204741,0,5820.0,4.48,2MASS J05392158-0212170
2M05392169-0747185,*,84.8404007,-7.78847694,0,5460.0,4.92,2MASS J05392169-0747185
2M05392174-0244038,*,84.84059143,-2.73439097,0,5140.0,3.99,2MASS J05392174-0244038
2M05392191-0103564,*,84.84129333,-1.06568897,0,5820.0,4.53,2MASS J05392191-0103564
2M05392232-0726445,*,84.84304047,-7.44569778,2,4280.0,4.83,2MASS J05392232-0726445
2M05392239-0811528,*,84.84329224,-8.19802189,0,6360.0,4.91,2MASS J05392239-0811528
2M05392286-0233330,*,84.84528351,-2.55918288,3,3930.0,4.5,2MASS J05392286-0233330
2M05392304+0906350,*,84.84600067,9.10973549,0,5290.0,3.86,2MASS J05392304+0906350
2M05392307-0228112,*,84.84613037,-2.46979308,0,6910.0,5.23,2MASS J05392307-0228112
2M05392317+0104497,*,84.84654236,1.08048499,0,5520.0,4.01,2MASS J05392317+0104497
